bond_id;labelA;labelB;cx_A;cy_A;cz_A;cx_B;cy_B;cz_B;dist_vox;dist_um
713;252;278;202.72;219.19;640.78;146.48;204.33;685.72;73.503;1820.4
714;253;264;141.73;104.76;644.18;200.46;87.82;680.45;71.073;1760.2
715;254;255;388.44;446.46;644.98;370.66;373.27;645.53;75.319;1865.3
716;254;256;388.44;446.46;644.98;317.00;443.55;647.80;71.552;1772.1
717;254;277;388.44;446.46;644.98;359.86;493.10;686.50;68.671;1700.7
718;254;280;388.44;446.46;644.98;423.60;395.92;686.42;74.215;1838.0
719;255;270;370.66;373.27;645.53;386.17;307.60;684.20;77.773;1926.1
720;255;279;370.66;373.27;645.53;312.07;366.23;685.88;71.498;1770.7
721;255;280;370.66;373.27;645.53;423.60;395.92;686.42;70.624;1749.1
722;256;260;317.00;443.55;647.80;245.92;427.92;659.54;73.720;1825.7
723;256;269;317.00;443.55;647.80;269.61;493.77;684.52;78.206;1936.9
724;256;277;317.00;443.55;647.80;359.86;493.10;686.50;76.087;1884.4
725;257;280;478.54;369.37;648.82;423.60;395.92;686.42;71.671;1775.0
726;258;260;235.76;357.52;652.52;245.92;427.92;659.54;71.478;1770.2
727;258;276;235.76;357.52;652.52;232.41;294.02;685.58;71.672;1775.0
728;258;281;235.76;357.52;652.52;179.80;373.44;688.30;68.306;1691.7
729;259;278;84.40;207.05;654.32;146.48;204.33;685.72;69.623;1724.3
730;260;269;245.92;427.92;659.54;269.61;493.77;684.52;74.311;1840.4
731;261;273;131.64;413.62;655.61;106.82;352.63;684.04;71.721;1776.2
732;261;281;131.64;413.62;655.61;179.80;373.44;688.30;70.729;1751.7
733;262;270;317.66;302.55;663.73;386.17;307.60;684.20;71.682;1775.3
734;262;275;317.66;302.55;663.73;292.17;237.30;685.19;73.259;1814.3
735;262;279;317.66;302.55;663.73;312.07;366.23;685.88;67.655;1675.5
736;264;267;200.46;87.82;680.45;262.47;122.82;682.29;71.227;1764.0
737;268;274;489.27;162.93;682.67;420.46;166.33;685.62;68.959;1707.8
738;270;272;386.17;307.60;684.20;412.81;236.59;684.81;75.849;1878.5
739;271;275;340.35;173.81;685.24;292.17;237.30;685.19;79.704;1974.0
740;272;274;412.81;236.59;684.81;420.46;166.33;685.62;70.675;1750.3
741;273;281;106.82;352.63;684.04;179.80;373.44;688.30;76.011;1882.5
