bond_id;labelA;labelB;cx_A;cy_A;cz_A;cx_B;cy_B;cz_B;dist_vox;dist_um
68;21;29;307.42;376.41;89.35;375.14;363.31;106.05;70.964;1757.5
69;21;47;307.42;376.41;89.35;334.36;395.34;150.39;69.354;1717.6
70;22;25;197.50;165.06;90.28;262.64;135.89;103.69;72.623;1798.6
71;22;33;197.50;165.06;90.28;252.14;201.82;115.79;70.632;1749.3
72;22;34;197.50;165.06;90.28;134.00;136.82;115.47;73.918;1830.7
73;22;39;197.50;165.06;90.28;196.96;100.62;122.00;71.825;1778.8
74;22;40;197.50;165.06;90.28;160.91;214.24;124.64;70.274;1740.4
75;22;57;197.50;165.06;90.28;181.79;160.10;160.90;72.513;1795.9
76;23;25;318.09;176.03;90.90;262.64;135.89;103.69;69.637;1724.6
77;23;33;318.09;176.03;90.90;252.14;201.82;115.79;75.059;1858.9
78;23;44;318.09;176.03;90.90;331.24;139.72;150.28;70.828;1754.1
79;24;27;343.38;494.97;95.87;292.44;444.89;98.76;71.492;1770.6
80;24;38;343.38;494.97;95.87;385.17;433.18;120.37;78.512;1944.4
81;24;48;343.38;494.97;95.87;387.81;496.38;150.31;70.281;1740.6
82;24;53;343.38;494.97;95.87;325.27;465.03;156.88;70.333;1741.9
83;25;33;262.64;135.89;103.69;252.14;201.82;115.79;67.850;1680.4
84;25;39;262.64;135.89;103.69;196.96;100.62;122.00;76.770;1901.3
85;25;44;262.64;135.89;103.69;331.24;139.72;150.28;83.014;2055.9
86;25;54;262.64;135.89;103.69;281.04;89.67;161.56;76.320;1890.1
87;26;32;392.30;237.63;98.43;352.65;297.09;111.25;72.611;1798.3
88;26;35;392.30;237.63;98.43;460.40;248.87;120.99;72.621;1798.5
89;26;50;392.30;237.63;98.43;355.12;210.85;154.25;72.215;1788.5
90;27;53;292.44;444.89;98.76;325.27;465.03;156.88;69.726;1726.8
91;27;56;292.44;444.89;98.76;260.26;428.35;162.46;73.265;1814.5
92;28;36;195.32;332.99;103.95;261.44;307.14;113.41;71.620;1773.7
93;28;42;195.32;332.99;103.95;175.17;399.95;129.55;74.458;1844.0
94;28;58;195.32;332.99;103.95;157.45;285.51;161.90;83.945;2079.0
95;28;62;195.32;332.99;103.95;218.56;320.76;171.14;72.142;1786.7
96;29;32;375.14;363.31;106.05;352.65;297.09;111.25;70.127;1736.8
97;29;38;375.14;363.31;106.05;385.17;433.18;120.37;72.031;1783.9
98;29;45;375.14;363.31;106.05;422.91;329.86;151.23;73.765;1826.9
99;29;47;375.14;363.31;106.05;334.36;395.34;150.39;68.227;1689.7
100;30;31;476.60;417.94;111.16;468.51;346.55;101.19;72.537;1796.4
101;30;59;476.60;417.94;111.16;433.35;402.04;165.24;71.054;1759.7
102;31;45;468.51;346.55;101.19;422.91;329.86;151.23;69.723;1726.8
103;31;49;468.51;346.55;101.19;504.69;319.57;154.31;69.697;1726.1
104;32;41;352.65;297.09;111.25;301.00;250.11;127.56;71.694;1775.6
105;32;60;352.65;297.09;111.25;309.86;307.48;167.17;71.173;1762.7
106;33;41;252.14;201.82;115.79;301.00;250.11;127.56;69.693;1726.0
107;33;46;252.14;201.82;115.79;219.67;250.46;150.93;68.233;1689.9
108;33;63;252.14;201.82;115.79;247.29;167.83;176.88;70.076;1735.5
109;34;39;134.00;136.82;115.47;196.96;100.62;122.00;72.923;1806.0
110;34;57;134.00;136.82;115.47;181.79;160.10;160.90;69.925;1731.8
111;34;61;134.00;136.82;115.47;116.20;181.82;172.40;74.713;1850.3
112;35;43;460.40;248.87;120.99;499.19;182.39;137.59;78.737;1950.0
113;35;55;460.40;248.87;120.99;520.16;251.30;159.79;71.293;1765.6
114;36;41;261.44;307.14;113.41;301.00;250.11;127.56;70.838;1754.4
115;36;46;261.44;307.14;113.41;219.67;250.46;150.93;79.782;1975.9
116;36;60;261.44;307.14;113.41;309.86;307.48;167.17;72.352;1791.9
117;36;62;261.44;307.14;113.41;218.56;320.76;171.14;73.189;1812.6
118;37;51;73.33;194.25;114.35;87.30;252.30;154.56;71.982;1782.7
119;37;61;73.33;194.25;114.35;116.20;181.82;172.40;73.221;1813.4
120;38;47;385.17;433.18;120.37;334.36;395.34;150.39;70.101;1736.1
121;38;48;385.17;433.18;120.37;387.81;496.38;150.31;69.979;1733.1
122;38;53;385.17;433.18;120.37;325.27;465.03;156.88;77.037;1907.9
123;38;59;385.17;433.18;120.37;433.35;402.04;165.24;72.830;1803.7
124;39;57;196.96;100.62;122.00;181.79;160.10;160.90;72.668;1799.7
125;39;64;196.96;100.62;122.00;215.30;103.56;189.36;69.873;1730.5
126;40;46;160.91;214.24;124.64;219.67;250.46;150.93;73.860;1829.2
127;40;57;160.91;214.24;124.64;181.79;160.10;160.90;68.428;1694.7
128;40;61;160.91;214.24;124.64;116.20;181.82;172.40;73.019;1808.4
129;40;66;160.91;214.24;124.64;170.33;222.58;193.44;69.943;1732.2
130;41;50;301.00;250.11;127.56;355.12;210.85;154.25;71.992;1783.0
131;41;60;301.00;250.11;127.56;309.86;307.48;167.17;70.282;1740.6
132;41;67;301.00;250.11;127.56;307.30;241.54;195.02;68.292;1691.3
133;42;52;175.17;399.95;129.55;126.17;351.96;156.16;73.563;1821.9
134;43;55;499.19;182.39;137.59;520.16;251.30;159.79;75.366;1866.5
135;44;50;331.24;139.72;150.28;355.12;210.85;154.25;75.134;1860.8
136;44;54;331.24;139.72;150.28;281.04;89.67;161.56;71.783;1777.8
137;44;70;331.24;139.72;150.28;382.63;141.92;207.01;76.579;1896.6
138;44;71;331.24;139.72;150.28;307.13;173.62;208.80;71.793;1778.0
139;45;59;422.91;329.86;151.23;433.35;402.04;165.24;74.262;1839.2
140;45;65;422.91;329.86;151.23;378.55;277.80;188.23;77.760;1925.8
141;46;58;219.67;250.46;150.93;157.45;285.51;161.90;72.244;1789.2
142;46;62;219.67;250.46;150.93;218.56;320.76;171.14;73.154;1811.7
143;46;66;219.67;250.46;150.93;170.33;222.58;193.44;70.846;1754.6
144;46;75;219.67;250.46;150.93;239.24;225.83;214.04;70.520;1746.5
145;47;53;334.36;395.34;150.39;325.27;465.03;156.88;70.573;1747.8
146;47;68;334.36;395.34;150.39;378.51;410.75;204.67;71.648;1774.4
147;47;73;334.36;395.34;150.39;311.69;418.39;212.24;69.791;1728.4
148;48;53;387.81;496.38;150.31;325.27;465.03;156.88;70.263;1740.1
149;48;77;387.81;496.38;150.31;357.41;475.33;216.24;75.590;1872.1
150;49;55;504.69;319.57;154.31;520.16;251.30;159.79;70.218;1739.0
151;49;80;504.69;319.57;154.31;519.44;298.58;223.34;73.647;1824.0
152;50;65;355.12;210.85;154.25;378.55;277.80;188.23;78.652;1947.9
153;50;67;355.12;210.85;154.25;307.30;241.54;195.02;69.936;1732.0
154;50;84;355.12;210.85;154.25;367.08;220.05;228.61;75.882;1879.3
155;51;58;87.30;252.30;154.56;157.45;285.51;161.90;77.964;1930.9
156;51;61;87.30;252.30;154.56;116.20;181.82;172.40;78.238;1937.6
157;51;76;87.30;252.30;154.56;108.00;253.84;221.20;69.794;1728.5
158;52;58;126.17;351.96;156.16;157.45;285.51;161.90;73.668;1824.5
159;52;79;126.17;351.96;156.16;117.84;324.21;222.86;72.724;1801.1
160;53;56;325.27;465.03;156.88;260.26;428.35;162.46;74.853;1853.8
161;53;73;325.27;465.03;156.88;311.69;418.39;212.24;73.644;1823.9
162;53;74;325.27;465.03;156.88;277.86;486.95;213.31;76.892;1904.3
163;53;77;325.27;465.03;156.88;357.41;475.33;216.24;68.280;1691.0
164;54;64;281.04;89.67;161.56;215.30;103.56;189.36;72.719;1801.0
165;54;83;281.04;89.67;161.56;311.18;106.26;229.11;75.801;1877.3
166;56;69;260.26;428.35;162.46;191.39;415.23;207.71;83.439;2066.4
167;56;73;260.26;428.35;162.46;311.69;418.39;212.24;72.264;1789.7
168;56;74;260.26;428.35;162.46;277.86;486.95;213.31;79.557;1970.3
169;57;61;181.79;160.10;160.90;116.20;181.82;172.40;70.045;1734.7
170;57;63;181.79;160.10;160.90;247.29;167.83;176.88;67.864;1680.7
171;57;64;181.79;160.10;160.90;215.30;103.56;189.36;71.619;1773.7
172;57;66;181.79;160.10;160.90;170.33;222.58;193.44;71.376;1767.7
173;57;82;181.79;160.10;160.90;200.50;161.29;227.22;68.918;1706.8
174;58;62;157.45;285.51;161.90;218.56;320.76;171.14;71.150;1762.1
175;58;66;157.45;285.51;161.90;170.33;222.58;193.44;71.563;1772.3
176;58;81;157.45;285.51;161.90;191.81;283.20;226.16;72.898;1805.4
177;59;68;433.35;402.04;165.24;378.51;410.75;204.67;68.104;1686.7
178;60;65;309.86;307.48;167.17;378.55;277.80;188.23;77.729;1925.0
179;60;67;309.86;307.48;167.17;307.30;241.54;195.02;71.620;1773.7
180;60;85;309.86;307.48;167.17;332.64;308.77;233.54;70.175;1738.0
181;61;66;116.20;181.82;172.40;170.33;222.58;193.44;70.953;1757.2
182;61;88;116.20;181.82;172.40;134.62;181.28;241.01;71.047;1759.6
183;62;81;218.56;320.76;171.14;191.81;283.20;226.16;71.784;1777.8
184;62;87;218.56;320.76;171.14;249.01;327.81;232.64;68.978;1708.3
185;63;64;247.29;167.83;176.88;215.30;103.56;189.36;72.867;1804.6
186;63;71;247.29;167.83;176.88;307.13;173.62;208.80;68.061;1685.6
187;63;75;247.29;167.83;176.88;239.24;225.83;214.04;69.357;1717.7
188;63;82;247.29;167.83;176.88;200.50;161.29;227.22;69.037;1709.8
189;64;82;215.30;103.56;189.36;200.50;161.29;227.22;70.600;1748.5
190;64;91;215.30;103.56;189.36;242.87;109.36;254.99;71.420;1768.8
191;65;67;378.55;277.80;188.23;307.30;241.54;195.02;80.232;1987.0
192;65;78;378.55;277.80;188.23;436.63;231.00;218.28;80.422;1991.7
193;65;84;378.55;277.80;188.23;367.08;220.05;228.61;71.398;1768.2
194;65;85;378.55;277.80;188.23;332.64;308.77;233.54;71.550;1772.0
195;66;75;170.33;222.58;193.44;239.24;225.83;214.04;72.003;1783.2
196;66;76;170.33;222.58;193.44;108.00;253.84;221.20;75.053;1858.8
197;66;81;170.33;222.58;193.44;191.81;283.20;226.16;72.162;1787.2
198;66;82;170.33;222.58;193.44;200.50;161.29;227.22;76.209;1887.4
199;66;88;170.33;222.58;193.44;134.62;181.28;241.01;72.415;1793.4
200;66;99;170.33;222.58;193.44;189.90;223.48;264.25;73.467;1819.5
201;67;71;307.30;241.54;195.02;307.13;173.62;208.80;69.308;1716.5
202;67;75;307.30;241.54;195.02;239.24;225.83;214.04;72.392;1792.9
203;67;84;307.30;241.54;195.02;367.08;220.05;228.61;71.867;1779.9
204;67;92;307.30;241.54;195.02;278.47;269.63;251.76;69.578;1723.2
205;68;73;378.51;410.75;204.67;311.69;418.39;212.24;67.678;1676.1
206;68;77;378.51;410.75;204.67;357.41;475.33;216.24;68.917;1706.8
207;68;95;378.51;410.75;204.67;408.07;455.58;256.97;74.954;1856.3
208;69;89;191.39;415.23;207.71;184.33;352.87;245.40;73.210;1813.1
209;69;94;191.39;415.23;207.71;241.52;392.68;257.58;74.222;1838.2
210;69;107;191.39;415.23;207.71;178.68;416.81;282.58;75.963;1881.3
211;70;72;382.63;141.92;207.01;446.00;115.99;198.24;69.023;1709.4
212;70;90;382.63;141.92;207.01;406.85;84.04;250.17;76.156;1886.1
213;70;96;382.63;141.92;207.01;415.47;175.65;259.27;70.334;1741.9
214;70;104;382.63;141.92;207.01;361.71;131.68;274.66;71.554;1772.1
215;71;83;307.13;173.62;208.80;311.18;106.26;229.11;70.467;1745.2
216;71;84;307.13;173.62;208.80;367.08;220.05;228.61;78.384;1941.3
217;71;100;307.13;173.62;208.80;319.64;191.56;274.24;68.999;1708.8
218;72;90;446.00;115.99;198.24;406.85;84.04;250.17;72.459;1794.5
219;72;93;446.00;115.99;198.24;474.34;143.84;251.65;66.561;1648.5
220;73;74;311.69;418.39;212.24;277.86;486.95;213.31;76.451;1893.4
221;73;77;311.69;418.39;212.24;357.41;475.33;216.24;73.125;1811.0
222;73;106;311.69;418.39;212.24;324.71;430.40;283.45;73.381;1817.4
223;74;102;277.86;486.95;213.31;319.01;502.74;268.59;70.691;1750.7
224;75;81;239.24;225.83;214.04;191.81;283.20;226.16;75.422;1867.9
225;75;82;239.24;225.83;214.04;200.50;161.29;227.22;76.426;1892.8
226;75;92;239.24;225.83;214.04;278.47;269.63;251.76;69.857;1730.1
227;75;99;239.24;225.83;214.04;189.90;223.48;264.25;70.431;1744.3
228;75;103;239.24;225.83;214.04;249.32;180.66;271.49;73.775;1827.1
229;76;79;108.00;253.84;221.20;117.84;324.21;222.86;71.068;1760.1
230;76;88;108.00;253.84;221.20;134.62;181.28;241.01;79.797;1976.3
231;76;101;108.00;253.84;221.20;52.54;258.69;269.46;73.682;1824.8
232;76;108;108.00;253.84;221.20;122.45;239.11;287.63;69.568;1722.9
233;77;95;357.41;475.33;216.24;408.07;455.58;256.97;67.935;1682.5
234;77;102;357.41;475.33;216.24;319.01;502.74;268.59;70.471;1745.3
235;78;84;436.63;231.00;218.28;367.08;220.05;228.61;71.159;1762.3
236;78;96;436.63;231.00;218.28;415.47;175.65;259.27;72.048;1784.3
237;78;105;436.63;231.00;218.28;453.68;274.52;271.33;70.696;1750.9
238;79;89;117.84;324.21;222.86;184.33;352.87;245.40;75.833;1878.1
239;79;109;117.84;324.21;222.86;132.35;345.37;289.76;71.656;1774.6
240;81;87;191.81;283.20;226.16;249.01;327.81;232.64;72.830;1803.7
241;81;89;191.81;283.20;226.16;184.33;352.87;245.40;72.660;1799.5
242;81;99;191.81;283.20;226.16;189.90;223.48;264.25;70.859;1754.9
243;81;111;191.81;283.20;226.16;187.74;293.37;298.37;73.037;1808.8
244;82;88;200.50;161.29;227.22;134.62;181.28;241.01;70.213;1738.9
245;82;91;200.50;161.29;227.22;242.87;109.36;254.99;72.548;1796.7
246;82;99;200.50;161.29;227.22;189.90;223.48;264.25;73.159;1811.9
247;82;103;200.50;161.29;227.22;249.32;180.66;271.49;68.697;1701.4
248;83;91;311.18;106.26;229.11;242.87;109.36;254.99;73.110;1810.6
249;83;104;311.18;106.26;229.11;361.71;131.68;274.66;72.625;1798.6
250;84;96;367.08;220.05;228.61;415.47;175.65;259.27;72.474;1794.9
251;84;100;367.08;220.05;228.61;319.64;191.56;274.24;71.726;1776.4
252;84;110;367.08;220.05;228.61;339.96;257.67;284.18;72.377;1792.5
253;85;92;332.64;308.77;233.54;278.47;269.63;251.76;69.274;1715.6
254;85;97;332.64;308.77;233.54;396.39;316.07;262.08;70.228;1739.3
255;85;110;332.64;308.77;233.54;339.96;257.67;284.18;72.321;1791.1
256;87;89;249.01;327.81;232.64;184.33;352.87;245.40;70.529;1746.7
257;87;92;249.01;327.81;232.64;278.47;269.63;251.76;67.960;1683.1
258;87;94;249.01;327.81;232.64;241.52;392.68;257.58;69.894;1731.0
259;87;112;249.01;327.81;232.64;263.73;318.10;300.39;70.009;1733.9
260;88;99;134.62;181.28;241.01;189.90;223.48;264.25;73.331;1816.1
261;88;108;134.62;181.28;241.01;122.45;239.11;287.63;75.277;1864.3
262;88;113;134.62;181.28;241.01;154.38;176.40;310.71;72.609;1798.2
263;89;94;184.33;352.87;245.40;241.52;392.68;257.58;70.738;1751.9
264;89;107;184.33;352.87;245.40;178.68;416.81;282.58;74.177;1837.1
265;89;109;184.33;352.87;245.40;132.35;345.37;289.76;68.748;1702.6
266;89;120;184.33;352.87;245.40;211.22;362.06;315.31;75.458;1868.8
267;90;104;406.85;84.04;250.17;361.71;131.68;274.66;70.044;1734.7
268;91;103;242.87;109.36;254.99;249.32;180.66;271.49;73.469;1819.5
269;91;118;242.87;109.36;254.99;210.72;134.43;315.48;72.951;1806.7
270;91;119;242.87;109.36;254.99;278.94;117.38;315.21;70.654;1749.8
271;92;110;278.47;269.63;251.76;339.96;257.67;284.18;70.537;1746.9
272;92;112;278.47;269.63;251.76;263.73;318.10;300.39;70.213;1738.9
273;92;116;278.47;269.63;251.76;261.92;238.49;312.15;69.927;1731.8
274;93;96;474.34;143.84;251.65;415.47;175.65;259.27;67.345;1667.9
275;93;121;474.34;143.84;251.65;494.98;173.58;314.32;72.379;1792.5
276;94;107;241.52;392.68;257.58;178.68;416.81;282.58;71.816;1778.6
277;94;120;241.52;392.68;257.58;211.22;362.06;315.31;72.033;1784.0
278;94;122;241.52;392.68;257.58;272.51;392.89;322.31;71.771;1777.5
279;95;115;408.07;455.58;256.97;375.65;491.01;311.78;72.872;1804.8
280;96;104;415.47;175.65;259.27;361.71;131.68;274.66;71.145;1762.0
281;96;114;415.47;175.65;259.27;442.74;217.14;306.38;68.444;1695.1
282;96;124;415.47;175.65;259.27;381.87;186.30;325.17;74.736;1850.9
283;97;105;396.39;316.07;262.08;453.68;274.52;271.33;71.373;1767.6
284;97;110;396.39;316.07;262.08;339.96;257.67;284.18;84.163;2084.4
285;97;117;396.39;316.07;262.08;346.08;325.95;313.92;72.911;1805.7
286;97;123;396.39;316.07;262.08;395.71;273.57;322.25;73.669;1824.5
287;99;103;189.90;223.48;264.25;249.32;180.66;271.49;73.600;1822.8
288;99;108;189.90;223.48;264.25;122.45;239.11;287.63;73.082;1809.9
289;99;111;189.90;223.48;264.25;187.74;293.37;298.37;77.798;1926.7
290;99;113;189.90;223.48;264.25;154.38;176.40;310.71;75.082;1859.5
291;99;125;189.90;223.48;264.25;195.03;228.81;333.78;69.929;1731.9
292;100;103;319.64;191.56;274.24;249.32;180.66;271.49;71.210;1763.6
293;100;104;319.64;191.56;274.24;361.71;131.68;274.66;73.184;1812.5
294;100;110;319.64;191.56;274.24;339.96;257.67;284.18;69.874;1730.5
295;100;124;319.64;191.56;274.24;381.87;186.30;325.17;80.584;1995.8
296;100;129;319.64;191.56;274.24;297.64;183.76;340.64;70.387;1743.2
297;101;108;52.54;258.69;269.46;122.45;239.11;287.63;74.842;1853.5
298;102;106;319.01;502.74;268.59;324.71;430.40;283.45;74.063;1834.3
299;102;115;319.01;502.74;268.59;375.65;491.01;311.78;72.192;1787.9
300;103;116;249.32;180.66;271.49;261.92;238.49;312.15;71.801;1778.2
301;103;118;249.32;180.66;271.49;210.72;134.43;315.48;74.579;1847.0
302;103;119;249.32;180.66;271.49;278.94;117.38;315.21;82.422;2041.3
303;104;124;361.71;131.68;274.66;381.87;186.30;325.17;77.078;1908.9
304;104;130;361.71;131.68;274.66;342.41;129.26;342.03;70.119;1736.6
305;105;114;453.68;274.52;271.33;442.74;217.14;306.38;68.120;1687.1
306;105;123;453.68;274.52;271.33;395.71;273.57;322.25;77.162;1911.0
307;105;126;453.68;274.52;271.33;463.29;293.20;338.07;69.967;1732.8
308;106;115;324.71;430.40;283.45;375.65;491.01;311.78;84.081;2082.4
309;106;122;324.71;430.40;283.45;272.51;392.89;322.31;75.117;1860.4
310;106;133;324.71;430.40;283.45;342.50;391.60;341.43;71.993;1783.0
311;107;120;178.68;416.81;282.58;211.22;362.06;315.31;71.600;1773.2
312;107;128;178.68;416.81;282.58;227.03;446.43;336.77;78.438;1942.6
313;107;135;178.68;416.81;282.58;153.20;384.32;348.73;77.968;1931.0
314;108;113;122.45;239.11;287.63;154.38;176.40;310.71;74.057;1834.1
315;108;127;122.45;239.11;287.63;124.41;289.34;336.63;70.191;1738.4
316;109;111;132.35;345.37;289.76;187.74;293.37;298.37;76.464;1893.7
317;109;127;132.35;345.37;289.76;124.41;289.34;336.63;73.481;1819.8
318;109;135;132.35;345.37;289.76;153.20;384.32;348.73;73.676;1824.7
319;110;117;339.96;257.67;284.18;346.08;325.95;313.92;74.732;1850.8
320;110;123;339.96;257.67;284.18;395.71;273.57;322.25;69.360;1717.8
321;110;136;339.96;257.67;284.18;314.11;272.61;349.40;71.728;1776.4
322;111;112;187.74;293.37;298.37;263.73;318.10;300.39;79.942;1979.8
323;111;120;187.74;293.37;298.37;211.22;362.06;315.31;74.547;1846.2
324;111;125;187.74;293.37;298.37;195.03;228.81;333.78;73.995;1832.6
325;111;127;187.74;293.37;298.37;124.41;289.34;336.63;74.097;1835.1
326;111;137;187.74;293.37;298.37;227.96;286.32;352.60;67.883;1681.2
327;112;120;263.73;318.10;300.39;211.22;362.06;315.31;70.095;1736.0
328;112;137;263.73;318.10;300.39;227.96;286.32;352.60;70.821;1753.9
329;112;138;263.73;318.10;300.39;276.99;333.25;367.68;70.247;1739.7
330;113;118;154.38;176.40;310.71;210.72;134.43;315.48;70.419;1744.0
331;113;125;154.38;176.40;310.71;195.03;228.81;333.78;70.220;1739.1
332;114;121;442.74;217.14;306.38;494.98;173.58;314.32;68.475;1695.9
333;114;123;442.74;217.14;306.38;395.71;273.57;322.25;75.152;1861.2
334;114;124;442.74;217.14;306.38;381.87;186.30;325.17;70.778;1752.9
335;114;139;442.74;217.14;306.38;433.81;201.51;375.81;71.720;1776.2
336;116;125;261.92;238.49;312.15;195.03;228.81;333.78;70.964;1757.5
337;116;129;261.92;238.49;312.15;297.64;183.76;340.64;71.296;1765.7
338;116;136;261.92;238.49;312.15;314.11;272.61;349.40;72.638;1798.9
339;116;137;261.92;238.49;312.15;227.96;286.32;352.60;71.263;1764.9
340;116;142;261.92;238.49;312.15;246.74;214.43;376.08;69.981;1733.1
341;117;123;346.08;325.95;313.92;395.71;273.57;322.25;72.644;1799.1
342;117;133;346.08;325.95;313.92;342.50;391.60;341.43;71.269;1765.0
343;117;134;346.08;325.95;313.92;410.41;341.63;347.07;74.045;1833.8
344;117;136;346.08;325.95;313.92;314.11;272.61;349.40;71.593;1773.1
345;117;147;346.08;325.95;313.92;342.16;338.93;385.23;72.589;1797.7
346;118;119;210.72;134.43;315.48;278.94;117.38;315.21;70.321;1741.6
347;118;146;210.72;134.43;315.48;219.88;148.42;387.43;73.861;1829.3
348;119;129;278.94;117.38;315.21;297.64;183.76;340.64;73.503;1820.4
349;119;130;278.94;117.38;315.21;342.41;129.26;342.03;69.916;1731.5
350;119;144;278.94;117.38;315.21;288.96;127.77;382.16;68.488;1696.2
351;120;122;211.22;362.06;315.31;272.51;392.89;322.31;68.967;1708.0
352;120;135;211.22;362.06;315.31;153.20;384.32;348.73;70.558;1747.4
353;120;148;211.22;362.06;315.31;208.40;347.29;385.28;71.568;1772.4
354;121;140;494.98;173.58;314.32;511.86;211.91;372.98;72.077;1785.1
355;122;128;272.51;392.89;322.31;227.03;446.43;336.77;71.716;1776.1
