bead_a,bead_b,r_a_vox,r_b_vox,gap_vox,gap_um,z_mid,axis_dip_deg,lens_vox,lens_mm3,binder_vox,pore_vox,crack_vox,binder_frac,pore_frac,crack_frac,connected,bond_area_vox,r_bond_vox,r_bond_over_R,q_crack_med,q_binder_med,q_pore_med
11,170,37.36202648420899,35.7078659870906,2.0,49.5320458,290.125950564635,73.28080193907724,3089,0.0469231024300101,3089,0,0,1.0,0.0,0.0,True,47.0,3.8678889139475245,0.10586819777972863,,0.3090169943749474,
11,197,37.36202648420899,34.79223274494799,3.863703305156273,95.68856453430594,334.479504689555,27.591349941632487,4437,0.06739974279117993,4437,0,0,1.0,0.0,0.0,True,1.0,0.5641895835477563,0.01563842771238019,,0.28172904669025317,
11,237,37.36202648420899,34.26500852446647,2.0,49.5320458,277.16730150185646,49.891762236620075,3167,0.048107952539929416,3164,3,0,0.999052731291443,0.000947268708556994,0.0,True,49.0,3.949327084834294,0.11027476104116142,,0.30216947925196225,0.32449979983983984
12,13,37.59774295357272,37.36590256790465,3.6502815398728847,90.40295620793913,614.4361069026334,56.04397248121063,4456,0.06768836012564745,4440,16,0,0.9964093357271095,0.003590664272890485,0.0,True,4.0,1.1283791670955126,0.030104703666585367,,0.2791745113185196,0.3786606751953836
12,164,37.59774295357272,35.73362321746685,2.0,49.5320458,628.6069275446449,13.972189943811399,3328,0.0505536046898911,3318,10,0,0.9969951923076923,0.0030048076923076925,0.0,True,4.0,1.1283791670955126,0.030774802816673507,,0.3090169943749474,0.3970047297431831
12,181,37.59774295357272,35.848299796755015,9.22446323827975,228.45326779944443,617.4319018813062,53.45146507552699,6980,0.10602889445175476,6942,38,0,0.9945558739255015,0.0054441260744985676,0.0,True,3.0,0.9772050238058398,0.026610147727842814,,0.2713010500451303,0.24287580037362233
12,199,37.59774295357272,35.215807223484674,2.0,49.5320458,562.7331152158349,38.12401453809464,3170,0.048153523698003235,3116,54,0,0.9829652996845426,0.017034700315457414,0.0,True,10.0,1.7841241161527712,0.049005277501629786,,0.3008613653919205,0.4
12,223,37.59774295357272,35.17244080726276,2.0,49.5320458,557.7387509970822,19.14771185992104,3287,0.04993079886288222,3023,264,0,0.9196836020687557,0.0803163979312443,0.0,True,14.0,2.111004122822376,0.05801838098307805,,0.3008613653919205,0.39564392373896
12,228,37.59774295357272,35.32583114942245,2.0,49.5320458,571.9708215244071,57.37952835062334,3189,0.04844214103247076,3177,12,0,0.9962370649106302,0.0037629350893697085,0.0,True,1.0,0.5641895835477563,0.015473448483227415,,0.29339977411634566,0.37785955564432183
12,248,37.59774295357272,34.31204959135809,2.0,49.5320458,578.9519757919962,68.35669333328337,3272,0.04970294307251312,3270,2,0,0.9993887530562348,0.0006112469437652812,0.0,True,3.0,0.9772050238058398,0.027178635599463336,,0.3090169943749474,0.44263311237218866
7,241,38.29939576652454,38.70404802258226,2.0,49.5320458,1157.2183196731758,42.35343785304982,4015,0.0609893998887959,3995,20,0,0.9950186799501868,0.0049813200498132005,0.0,True,14.0,2.111004122822376,0.054828823723881474,,0.3090169943749474,0.3333333333333333
7,331,38.29939576652454,34.84225419345551,9.22446323827975,228.45326779944443,1154.1970980570982,50.5168659617937,7525,0.11430765483516542,7354,171,0,0.9772757475083057,0.022724252491694352,0.0,True,4.0,1.1283791670955126,0.03085462708902282,,0.263743111936923,0.3602425986153711
8,83,37.72744805110875,36.041203193992715,2.0,49.5320458,215.77875470214133,83.21613022777836,3363,0.05108526820075233,3354,9,0,0.9973238180196253,0.0026761819803746653,0.0,True,7.0,1.4927053303604616,0.04046990978324504,,0.3090169943749474,0.4211646096066227
8,150,37.72744805110875,35.21721885099203,2.0,49.5320458,229.74085650971148,60.629272064031845,3065,0.04655853316541953,2897,168,0,0.9451876019575857,0.054812398042414355,0.0,True,55.0,4.1841419359420025,0.1147209827294859,,0.28989794855663564,0.4176890859898589
13,96,37.36590256790465,36.19158581700373,5.766114533138578,142.80372457173283,651.9412204112699,67.3312933535522,5893,0.08951694484300728,5872,21,0,0.9964364500254539,0.0035635499745460715,0.0,True,3.0,0.9772050238058398,0.026569831169122163,,0.27429188517743175,0.36930006660518244
13,141,37.36590256790465,35.81904820970796,7.358898943540674,182.25065975451415,672.4861024063996,27.67154907542667,6498,0.09870712838789433,6489,9,0,0.9986149584487535,0.0013850415512465374,0.0,True,12.0,1.9544100476116797,0.05341016224908186,,0.2687959533979826,0.3364707442038019
13,164,37.36590256790465,35.73362321746685,2.0,49.5320458,650.8010670132524,67.64593196024978,3622,0.05501957818112547,3618,4,0,0.9988956377691883,0.0011043622308117063,0.0,True,7.0,1.4927053303604616,0.04084035605766346,,0.3090169943749474,0.34369163192119334
13,222,37.36590256790465,35.38611686189799,9.43650317030929,233.70465361180248,646.9013551633795,75.58555778868674,8916,0.13543748179539333,8695,221,0,0.9752131000448632,0.024786899955136832,0.0,True,3.0,0.9772050238058398,0.02686399721862651,,0.26427884169111276,0.37833392500911667
13,248,37.36590256790465,34.31204959135809,2.0,49.5320458,601.1461152606037,3.9517183064902457,3528,0.053591681894812435,3228,300,0,0.9149659863945578,0.08503401360544217,0.0,True,35.0,3.3377905890622728,0.09313297851048999,,0.28989794855663564,0.4364916731037084
13,261,37.36590256790465,35.60590733551569,2.0,49.5320458,631.2887195766424,81.5607764590531,3637,0.055247433971494564,3625,12,0,0.9967005773989552,0.003299422601044817,0.0,True,2.0,0.7978845608028654,0.0218682957667867,,0.3090169943749474,0.43134152485943783
14,74,37.433433887750766,36.53486042988025,2.0,49.5320458,851.4826178835569,45.01648757459109,3916,0.05948555167235984,3616,300,0,0.923391215526047,0.07660878447395301,0.0,True,4.0,1.1283791670955126,0.03050980632999545,,0.3008613653919205,0.4142135623730951
14,99,37.433433887750766,35.9936009939137,3.4641016151377544,85.79201992842862,899.974033250578,54.62686293957121,4473,0.06794659668806577,4471,2,0,0.9995528727923094,0.000447127207690588,0.0,True,34.0,3.2897623212397704,0.08960629627879091,,0.28172904669025317,0.3958727170952088
14,102,37.433433887750766,36.14334361464908,5.841619252963779,144.67367619198185,863.9723539055951,69.88989084588654,5490,0.08339521927509078,5479,11,0,0.9979963570127505,0.0020036429872495446,0.0,True,33.0,3.2410224072142872,0.08809905835053934,,0.2742918851774318,0.3602425986153711
14,273,37.433433887750766,34.67786514524556,2.0,49.5320458,887.3694804515959,74.23788814298335,3470,0.05271063950538525,3400,70,0,0.9798270893371758,0.020172910662824207,0.0,True,2.0,0.7978845608028654,0.02212925218384357,,0.3090169943749474,0.4259293320260172
14,316,37.433433887750766,34.40030065089142,8.135175045001725,201.47593146002126,850.4959823165557,48.878979862518094,4397,0.06679212735019566,4113,284,0,0.9354105071639754,0.06458949283602457,0.0,True,30.0,3.0901936161855166,0.08603739276629647,,0.2597106754733818,0.3622202079311976
14,324,37.433433887750766,34.87316671200434,4.47213595499958,110.75702147343296,909.2894620089163,34.290498428153214,4831,0.07338475488487496,4812,19,0,0.9960670668598633,0.003932933140136618,0.0,True,6.0,1.381976597885342,0.03822546175376477,,0.2791745113185196,0.2742918851774317
15,99,37.68014636670188,35.9936009939137,11.181782043891005,276.92827016181343,964.2535011337617,8.508116828800434,9652,0.14661760590950387,9548,104,0,0.9892250310816411,0.01077496891835889,0.0,True,4.0,1.1283791670955126,0.030631784252058286,,0.26586267989385887,0.1960914988295706
15,153,37.68014636670188,35.365641503538356,2.0,49.5320458,1004.0740091475479,86.62251891698948,3834,0.05823994001834209,3789,45,0,0.9882629107981221,0.011737089201877934,0.0,True,1.0,0.5641895835477563,0.015447559674487793,,0.3090169943749474,0.3816524151396708
15,157,37.68014636670188,35.60138738531346,9.22446323827975,228.45326779944443,1036.4415625740335,42.76069584274138,8437,0.12816128688960673,8412,25,0,0.9970368614436411,0.0029631385563588953,0.0,True,3.0,0.9772050238058398,0.02666988458818837,,0.2681413794147464,0.3483314773547883
15,209,37.68014636670188,35.49218346678995,5.766114533138578,142.80372457173283,1040.314361889571,30.838462208746066,5338,0.08108628059935057,5325,13,0,0.9975646309479206,0.0024353690520794303,0.0,True,7.0,1.4927053303604616,0.04079972125411901,,0.27669677546737487,0.4597406698132665
